,clean_text,sentiment,clean_word_count,clean_char_count,clean_avg_word_length
6842, hey nice pic,positive,4,32,8.0
6843,sidekick awkward flashing oh well leaving mommy flowers stuff,negative,9,61,6.777777777777778
6844,yeah,neutral,1,4,4.0
6845,yes really should,positive,3,17,5.666666666666667
6846,leaving soon kansas city take stuff 8 days living carthage left,neutral,11,63,5.7272727272727275
6847,searching wavy hairstyle,neutral,3,24,8.0
6848,luck goin forum im person earth goin,negative,7,36,5.142857142857143
6849,im goodie feel like disconnected,negative,5,32,6.4
6850,cant go movies today,negative,4,20,5.0
6851,awww poor little girl britains got talent,negative,7,41,5.857142857142857
6852,thks 4 follow tweets returned love,positive,6,34,5.666666666666667
6853,thankyou short stack bringing second sydney show im going im thankful guys good 2 ur fans,positive,16,89,5.5625
6854,lalalaland liking song much anyhoo grr cold thank goodness though sore throat gone,neutral,13,82,6.3076923076923075
6855,sadly corporate giant employer wont let get site,negative,8,48,6.0
6856,went get dog vets theyve stitched ear charged us still bleeds like waterfall everytime moves d why,negative,17,98,5.764705882352941
6857,happy mothers day mom love always,positive,6,33,5.5
6858,yes siri acquired master arts christian ministrya loooooong journey completed todayso thankful,positive,12,94,7.833333333333333
6859,poor bella er first second ear infection since ears infected screams blood curdling,negative,13,83,6.384615384615385
6860,lol imagine that ken said let know agreed gazillion percent said,neutral,11,64,5.818181818181818
6861,work mercedezs last day,neutral,4,23,5.75
6862,lovely night steveo family guy bed,positive,6,34,5.666666666666667
6863,yessir yessir three cheeks full,neutral,5,31,6.2
6864,_b bf gig portland or thats driving distance come save burbank stuck atm working plan b,negative,16,87,5.4375
6865,dohaha wash feet go bedmommas boy,neutral,6,33,5.5
6866,another build failed something right big scheme things,negative,8,54,6.75
6867,meaning email months prereunion party must coming soon really wish could there 140 char soon,positive,15,92,6.133333333333334
6868,went swimming fam 2 hours were little toasty,neutral,8,44,5.5
6869,excited see girls today boring work without,neutral,7,43,6.142857142857143
6870,majorspoilerscom problems cannot get site working,negative,6,49,8.166666666666666
6871,ok cute times,positive,3,13,4.333333333333333
6872,feel hurt car gonna watch funny movie someone talk,neutral,9,50,5.555555555555555
6873,nice cant ever get ex,positive,5,21,4.2
6874,yep its quarter til 4 now im going try sleep headache subsiding take easy teddy,negative,15,79,5.266666666666667
6875,interesting type bike get 10 bike company followers download gets 5 companies amused say keyword,positive,15,96,6.4
6876,paving road intelligent nobody gone exactly going come follow,neutral,9,61,6.777777777777778
6877, got bit face doberman four years old wanted kiss neighbor 13,neutral,12,75,6.25
6878,ugh knee injury too except mine infected cut hurts like hell,negative,11,60,5.454545454545454
6879,_a_r_a wondering were come didnt twitter week yeah adam withdrawal syndrome realnot nice,negative,13,88,6.769230769230769
6880,sb 239k flop q 9 4 players check turn 9 check call 200 bet river brick check call trip 9s k kick shows a9,neutral,24,105,4.375
6881, via thank tiff,positive,4,29,7.25
6882,wondering mother nature making life miserable,negative,6,45,7.5
6883,like already new follower join midst zombies mayhem,positive,8,51,6.375
6884,_blogs congratulations lovely japanese children happy kodomo hi,positive,8,63,7.875
6885,backhad great mad monday meeting tomorrow,positive,6,41,6.833333333333333
6886,always good see even cyberspace,positive,5,31,6.2
6887,ouch thats achy backso sorry didnt mean cause pain,negative,9,50,5.555555555555555
6888,neeeeeeeed music suggestions one give,neutral,5,37,7.4
6889,one lane stop go trafffffffic suckssss almost wwork thanks miinnnesota roads,negative,11,76,6.909090909090909
6890,tried put iron book bag burnt bag iron lol buzz keep making fun lol,positive,14,67,4.785714285714286
6891,one fastsmallballbustery question promise weirdherout wthe fact may visionboard,neutral,9,79,8.777777777777779
6892,thanks thoughts unfortunatly didnt work like hoped ah well paintings beautiful,positive,11,78,7.090909090909091
6893,dog dug hole backyard well iwas sleeping im grounded,negative,9,52,5.777777777777778
6894,nice lifelock suit brought experian basically reduce processing costs caused ppl dont want id theft,positive,15,99,6.6
6895,9 days im ready visit torchwood see theyve heard anything,positive,10,57,5.7
6896,last tweet didnt send bad phone,neutral,6,31,5.166666666666667
6897,best wknd man levi sara love u guys,positive,8,35,4.375
6898,thanks unfortunately eu probs satellite provider even though tv looks great its basically useless,neutral,14,97,6.928571428571429
6899,hi simon im new thought id tell jimmy carr tweeted make star trek movie,neutral,14,71,5.071428571428571
6900,im torn get extended warranty iphone mine runs out jailbreak ive already got problems battery earpiece,negative,16,102,6.375
6901,need go work soonish really dont want also trying save money life fab not,neutral,14,73,5.214285714285714
6902,thai food natalie loves stuff makes smile,positive,7,41,5.857142857142857
6903,oopstoo late already popped bridges since missed tv i 3 blair jo too,negative,13,68,5.230769230769231
6904,got followers gonna competitionhope look forward,positive,6,48,8.0
6905,even dozen thanks reminding me quilt 2 make 3 lol,neutral,10,49,4.9
6906,nothing,neutral,1,7,7.0
6907,_b_ shes bad wont sort lot pain,negative,7,31,4.428571428571429
6908,saw star trek hardcore fan anything really good get,positive,9,51,5.666666666666667
6909,watched devil wears prada want live new york city ever must poor,negative,12,64,5.333333333333333
6910,going trop last 5 years games you,neutral,7,33,4.714285714285714
6911,looks like dialed lotpayed attention small important details gameplaystill blood tho,neutral,11,84,7.636363636363637
6912,see u bye see u love hot30,positive,7,26,3.7142857142857144
6913,borred everyone doingn check links profile,negative,6,42,7.0
6914,childrens hospital er hoping meredith broken elbowarm,positive,7,53,7.571428571428571
6915,online ,neutral,2,31,15.5
6916,morning all finally got stream media pc ps3 via wireless router much easier using usb dongle ah techy simplicity,positive,19,112,5.894736842105263
6917,yah feeling better beaut day sophie razzing skateboard park at 3 yrs charli happy school,positive,15,88,5.866666666666666
6918,wish home bed naked,negative,4,19,4.75
6919,wearing exactly clothes used wear canada beanie or touque all ahh brings back memories miss snow,negative,16,96,6.0
6920,haha finally hiii friend,neutral,4,24,6.0
6921,sus ate upset wasnt informed all turns out told sarms expected tell me huff,negative,14,75,5.357142857142857
6922,dude butt itches cant scratch cause ppl r,negative,8,41,5.125
6923,know time was could look web pages source code figure worked takes lot effort,neutral,14,77,5.5
6924, nice tickets tonights game im staying home sick,neutral,9,67,7.444444444444445
6925,lol many stalkers todayyou love getting creepy stalkers,positive,8,55,6.875
6926,yayyyyyyyyyyy thats sp far away,neutral,5,31,6.2
6927,dang course im jealous cuz didnt think first,neutral,8,44,5.5
6928,hey bet tweeps lots mother wisdom share,positive,7,39,5.571428571428571
6929,work evil doesnt let check text messages,negative,7,40,5.714285714285714
6930,lol blessed life mama sorry back pain stretches,neutral,8,47,5.875
6931,woo hoo happiness score 612 apparently overthetop happy considering week ive had,positive,12,80,6.666666666666667
6932,_autism bright side youre twitter morning,neutral,6,41,6.833333333333333
6933,youll missing mine everybody elses east coast,negative,7,45,6.428571428571429
6934,ohh love green purple black,positive,5,27,5.4
6935,haha neither i doesnt matter though guys want,neutral,8,45,5.625
6936,well take sexy sleep foo weekend mami,neutral,7,37,5.285714285714286
6937,im off well home see soon,neutral,6,25,4.166666666666667
6938,feels like hot box matter go still feels like hot box ice cream isnt working n e,negative,17,80,4.705882352941177
6939,would rather end heart broken regret didnt take chance,negative,9,54,6.0
6940,like positivity no may change carrer crazyb dog lady isnt same whens maths test x,positive,15,81,5.4
6941,cynthia jenny spamming twitter haha,neutral,5,35,7.0
6942,im celebrity tooooo,neutral,3,19,6.333333333333333
6943,so yeah much appreciate that,positive,5,28,5.6
6944,ive experienced apathy empathy customer service situations many times recently,negative,10,78,7.8
6945,last week class well technically classes two exams summmmmerrrrr beginsyeahhhhhyaaaaaa,positive,10,86,8.6
6946,polyester protester quester semester sequesterhope helps,neutral,6,56,9.333333333333334
6947,im sure lots studio equipment collected analog stuff cant bought anymore seriously condolences,negative,13,94,7.230769230769231
6948,trying decide tonight study chem write night away nights still young perhaps ill,neutral,13,80,6.153846153846154
6949,_d im really happy u n leigh thnx sharing happiness us means world us all love ya marta,positive,18,87,4.833333333333333
6950,happy tiff cant drop bio suffer nyayhahahah,neutral,7,43,6.142857142857143
6951,want pictures proof though,neutral,4,26,6.5
6952,so finally finished setting account switch week,neutral,7,47,6.714285714285714
6953,new constructions poping,neutral,3,24,8.0
6954,hungry already impressed everybody gone rubys,negative,6,45,7.5
6955,certainly can good morning,neutral,4,26,6.5
6956,got tattoo fixed today didnt hurt much thank god cant wait get next one,positive,14,71,5.071428571428571
6957,yea think waited long oh well thats cool signed im already done core classes,positive,14,76,5.428571428571429
6958,wish way tampa fl girls missing ya,neutral,7,34,4.857142857142857
6959,mmm wasabi coated peanuts burns good,positive,6,36,6.0
6960,supposeddd hang al mommy wont let dooo blah hahaha,negative,9,50,5.555555555555555
6961,happy mothers day mommiies owt theaa ii think ii got thaa hang thiis thiing yay,positive,15,79,5.266666666666667
6962,making momma happy mother day card 3 love mommy,positive,9,47,5.222222222222222
6963,watched wayyyy much beverly hills 90210 today proud fact tv fail,negative,11,64,5.818181818181818
6964,thanks info,positive,2,11,5.5
6965,happy birthday man ride wedding ill see guys soon though play july 27th,positive,13,71,5.461538461538462
6966,hey david im wondering received letter song it malaysia please reply nice day,positive,13,77,5.923076923076923
6967,anyways severe headache ryt now jst love dis cup tea made self makin headache go away,neutral,16,85,5.3125
6968,fell stairs dancing sword fell bum hurts,negative,7,40,5.714285714285714
6969,walaikum assalam alhamdulillah im chicago wend may 29th there would nice meat duas,positive,13,82,6.3076923076923075
6970,oh  others new york version,neutral,6,51,8.5
6971,oh no sorry hear abt firefox crashing you,negative,8,41,5.125
6972,woke nap,neutral,2,8,4.0
6973,dont wanna anymore couch jus sittin middle floor really finish,neutral,10,62,6.2
6974,good morning world feel really sick,neutral,6,35,5.833333333333333
6975,cant find pictures,neutral,3,18,6.0
6976,got home school fun oh btw music school,positive,8,39,4.875
6977,ps its rainging,positive,3,15,5.0
6978,look feedback often seriously crazier topic better,positive,7,50,7.142857142857143
6979,dont adobe realise one wants pay photoshop et al give us free,neutral,12,61,5.083333333333333
6980,finally getting sleepy right sky brightens figures gnimorning,positive,8,61,7.625
6981,wish outside thats thing thats gonna kill work day everyday summer,negative,11,66,6.0
6982,use twitter quit life,neutral,4,21,5.25
6983,3 owl city,neutral,3,10,3.3333333333333335
6984,want top says ,neutral,4,27,6.75
6985,underpaid really didnt need well,negative,5,32,6.4
6986,_schools haha funny cause blame going bed vicious circle,neutral,9,56,6.222222222222222
6987,rotting away desk wouldve really thanks yl made day youre best support system ever,positive,14,82,5.857142857142857
6988,bought four ties ,neutral,4,37,9.25
6989,trying stay upbeat wait get keys locked car,neutral,8,43,5.375
6990,tom today school played pov break almost cryed show sao paulo today wish could there,negative,15,84,5.6
6991,fun water park dinner rainforest cafe all free party tonight pretty good saturday think,positive,14,87,6.214285714285714
6992,ouch im sorry,negative,3,13,4.333333333333333
6993,watching knowing lovin,positive,3,22,7.333333333333333
6994,thanks fotoreportage coming soon,neutral,4,32,8.0
6995,thank you first follower,positive,4,24,6.0
6996,ishra haha cassie ventura not haircut yesterday beat music awards,neutral,10,65,6.5
6997,hmm anyone else iphones earphones grey rubber disintegrating,neutral,8,60,7.5
6998,ugh dad told read article kavya shivashankar spellin bee girland like her,neutral,12,73,6.083333333333333
